,Molecule ChEMBL ID,Molecule Max Phase,Smiles,pChEMBL Value,Potential Duplicate,Assay Description,Target Type,Standard Relation,Standard Value,Standard Units,Value
107,CHEMBL4091946,0,O=C(O)c1ccc2c(c1)C(=O)OC21CCN(c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cn2)CC1,6.25,0.0,Inhibition of MK499 binding to human ERG,SINGLE PROTEIN,'=',560.0,nM,560.0
108,CHEMBL4069786,0,O=C(O)C1CCC2(CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)OC1,4.83,0.0,Inhibition of MK499 binding to human ERG,SINGLE PROTEIN,'=',14700.0,nM,14.7
109,CHEMBL4065169,0,CS(=O)(=O)Nc1cccc([C@H](c2ccc(F)cc2)C(c2cccnc2)c2cccnc2)n1,,0.0,Displacement of [3H]-MK499 from human ERG IKr channel expressed in HEK293 cell membranes,SINGLE PROTEIN,'>',30000.0,nM,30000.0
110,CHEMBL4076764,0,O[C@@H](c1cccnc1-c1cccc(C(F)(F)F)c1)C(c1cccnc1)c1cccnc1,,0.0,Displacement of [3H]-MK499 from human ERG IKr channel expressed in HEK293 cell membranes,SINGLE PROTEIN,'>',30000.0,nM,30000.0
111,CHEMBL3409588,0,O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1,4.84,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',14500.0,nM,14.5
112,CHEMBL12713,4,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.85,1.0,Inhibition of hERG K channel,SINGLE PROTEIN,'=',14.0,nM,14.0
113,CHEMBL6966,4,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,6.84,1.0,Inhibition of hERG K channel,SINGLE PROTEIN,'=',143.0,nM,143.0
114,CHEMBL3358005,0,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,5.44,0.0,Inhibition of human ERG by patch clamp based electrophysiology method,SINGLE PROTEIN,'=',3600.0,nM,3.6
115,CHEMBL308954,4,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,4.6,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) cells stable expressing hERG measured using IonWorks Barracuda automated patch clamp platform,SINGLE PROTEIN,'=',25118.86,nM,4.6
116,CHEMBL3741159,0,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,4.32,0.0,Inhibition of human ERG expressed in HEK293 cells by patch clamp assay,SINGLE PROTEIN,'=',47800.0,nM,47.8
117,CHEMBL2314060,0,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCS(=O)(=O)CC1)C2,,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'>',50000.0,nM,50.0
118,CHEMBL2314057,0,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCCCC1)C2,4.47,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',33600.0,nM,33.6
119,CHEMBL1762470,0,NCC(Oc1cc(Cl)ccc1Cl)c1ccccc1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,,,,
120,CHEMBL1762478,0,CCC(CCNC)Oc1cc(Cl)ccc1C#N.Cl,,0.0,Inhibition of human ERG,SINGLE PROTEIN,,,,
121,CHEMBL4086237,0,Cc1c([C@@H](O)CN2CCC3(CC2)CC(=O)N(c2cnc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,4.79,0.0,Displacement of [35S]MK499 from human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',16100.0,nM,16.1
122,CHEMBL272588,0,Cc1ncoc1-c1nnc(SCCCN2CCc3nc4cc(C(F)(F)F)ccn4c3CC2)n1C,6.1,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',794.33,nM,-6.1
123,CHEMBL1649932,0,CCCC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1,5.22,0.0,Displacement of [3H]-dofetilide from human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',6000.0,nM,6.0
124,CHEMBL2325200,0,Cc1ccc(C#CCOCc2cccc(COCC#Cc3ccc(C)cc3)[n+]2C)cc1,6.67,0.0,Inhibition of human ERG K+ channel expressed in HEK293 cells after 15 mins by patch clamp assay,SINGLE PROTEIN,'=',214.0,nM,214.0
125,CHEMBL1771127,0,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@@H](c5cccc(C(F)(F)F)c5)CC4)cc3)oc12,5.62,0.0,Displacement of [35S]MK499 from human ERG expressed in HEK cells,SINGLE PROTEIN,'=',2372.0,nM,2372.0
126,CHEMBL1771130,0,Cc1cccc([C@H]2CC[C@H](CNC(=O)c3ccc(-c4nc5cc(C#N)cc(C(C)C)c5o4)cc3)CC2)c1,,0.0,Displacement of [35S]MK499 from human ERG expressed in HEK cells,SINGLE PROTEIN,'>',30000.0,nM,30000.0
127,CHEMBL1771132,0,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NC[C@H]4CC[C@H](c5cc(C(F)(F)F)cc(C(F)(F)F)c5)CC4)cc3)oc12,,0.0,Displacement of [35S]MK499 from human ERG expressed in HEK cells,SINGLE PROTEIN,'>',30000.0,nM,30000.0
128,CHEMBL1760003,0,COc1ccc([C@H]2CN(CCCC3CCOCC3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,5.99,0.0,Displacement of [3H]-dofetilide from human ERG expressed in human HEK293 cells after 90 mins by scintillation counting,SINGLE PROTEIN,'=',1030.0,nM,1.03
129,CHEMBL250481,0,Cc1[nH]nc2c1c(=O)n(CCCN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21,5.28,0.0,Binding affinity at hERG expressed in human embryonic kidney cells,SINGLE PROTEIN,'=',5300.0,nM,5300.0
130,CHEMBL3931791,0,CN(CCC1CCN(C(=O)OCc2cc(Cl)cc(Cl)c2)CC1)C(=O)c1c[nH]c(=O)o1,5.14,0.0,Inhibition of human ERG expressed in CHO-K1 cells at -90 mV holding potential by Qpatch clamp assay,SINGLE PROTEIN,'=',7300.0,nM,7300.0
131,CHEMBL2313226,0,O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',33000.0,nM,33.0
132,CHEMBL4462577,0,COc1ccc(-c2cc(OCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,,0.0,Inhibition of human ERG stably expressed in CHO cells by whole cell patch clamp method,SINGLE PROTEIN,'>',30000.0,nM,30.0
133,CHEMBL4072602,0,CCc1ccn2ccnc2c1N1CCCN(CC2CCN(C(=O)[C@H]3C[C@@H]4CC[C@H]3O4)CC2)CC1,5.89,0.0,Inhibition of human ERG expressed in HEK293 cells by patch clamp method,SINGLE PROTEIN,'=',1300.0,nM,1300.0
134,CHEMBL457,4,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
135,CHEMBL1073,4,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
136,CHEMBL3183440,0,CC=CC(=O)N(CC)c1ccccc1C,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
137,CHEMBL218974,0,C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1,4.98,0.0,Inhibition of human ERG expressed in CHOK1 cells by patch clamp method,SINGLE PROTEIN,'=',10500.0,nM,10.5
138,CHEMBL633,4,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
139,CHEMBL914,4,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
140,CHEMBL2070951,0,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cnccc4s3)CC2)CC1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',100000.0,nM,4.0
141,CHEMBL407,4,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
142,CHEMBL49080,2,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
143,CHEMBL1909050,0,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
144,CHEMBL225311,0,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)c5ccccc5)c4)n[nH]c2-3)CC1,5.13,0.0,Displacement of [3H]dofetilide from hERG expressed in HEK293 cells,SINGLE PROTEIN,'=',7460.0,nM,7.46
145,CHEMBL224918,0,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cncn4)ccc2-3)cs1)COc1ccccc1,,0.0,Displacement of [3H]dofetilide from hERG expressed in HEK293 cells,SINGLE PROTEIN,'>',10000.0,nM,10.0
146,CHEMBL225334,0,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)C(=O)C1,4.28,0.0,Inhibition of hERG expressed in HEK293 cells assessed as effect on ionic current by patch clamp assay,SINGLE PROTEIN,'=',53000.0,nM,53.0
147,CHEMBL1086582,0,Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,5.64,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',2300.0,nM,2.3
148,CHEMBL244945,0,COc1ccc(-c2nnc(SCCCN3CCc4ccc(-c5cc(C)on5)cc4CC3)n2C)cn1,6.8,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',158.49,nM,6.8
149,CHEMBL397222,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(Cl)c(Cl)c4)n2C)CC3)no1,8.0,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',10.0,nM,8.0
150,CHEMBL243897,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(C(F)(F)F)cc4)n2C)CC3)no1,7.2,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',63.1,nM,7.2
151,CHEMBL243709,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccccc4)n2C)CC3)no1,5.7,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',1995.26,nM,5.7
152,CHEMBL243708,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5nc(C)c(C)nc5c4)n2C)CC3)no1,6.5,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',316.23,nM,6.5
153,CHEMBL244277,0,Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)o1,6.3,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',501.19,nM,6.3
154,CHEMBL2325418,0,Cc1ccc(C(CCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,,0.0,Inhibition of human ERG channel expressed in CHO cells by Ionworks HT assay,SINGLE PROTEIN,'>',25000.0,nM,25.0
155,CHEMBL638,4,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,,0.0,Inhibition of human ERG expressed in CHO cells by whole-cell patch clamp assay,SINGLE PROTEIN,'>',40000.0,nM,40.0
156,CHEMBL549,4,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,5.4,0.0,Inhibition of human Potassium channel HERG expressed in mammalian cells,SINGLE PROTEIN,'=',3981.07,nM,5.4
157,CHEMBL3261921,0,CN1Cc2cc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CCCCN4)cc3)ccc2C1=O,,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,'>',33000.0,nM,33.0
158,CHEMBL5082225,0,O=C(c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12)N1CCC1,5.16,0.0,Inhibition of hERG ion channel by Q patch-clamp method,SINGLE PROTEIN,'=',6900.0,nM,6.9
159,CHEMBL2315931,0,O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](c3cccnc3)CC2)C1,4.8,0.0,Inhibition of human ERG assessed as [3H]astemizole binding activity,SINGLE PROTEIN,'=',16000.0,nM,16.0
160,CHEMBL3330226,2,O=c1nc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,,0.0,Inhibition of human ERG transfected in HEK293 cells by whole-cell patch clamp method,SINGLE PROTEIN,'=',101700.0,nM,101.7
161,CHEMBL5088737,0,COc1cc(OC)cc(-c2nn(CCCCCN3CCN(C(=O)/C=C/C(F)(F)F)CC3)c3ncnc(N)c23)c1,5.49,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',3211.0,nM,3211.0
162,CHEMBL502113,0,O=c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ncc6cc5-c5ccccc5)cc4)CC3)[nH]2)c[nH]1,5.17,0.0,Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay,SINGLE PROTEIN,'=',6800.0,nM,6800.0
163,CHEMBL571952,0,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC(C)C)cc2)cc1,4.77,0.0,Inhibition of human ERG by patch-clamp technique,SINGLE PROTEIN,'=',17000.0,nM,17000.0
164,CHEMBL583047,0,COc1ccc([C@H]2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1,5.25,0.0,Inhibition of human ERG by patch-clamp technique,SINGLE PROTEIN,'=',5600.0,nM,5600.0
165,CHEMBL429760,0,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@@H](C)C(=O)N(C)C)c34)cc2C)cn1,4.96,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',11000.0,nM,11.0
166,CHEMBL409648,0,COc1ccccc1Oc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccc(Cl)cc2)CC3)c1,7.0,0.0,Displacement of [3H]dofetilide from human recombinant ERG potassium channel expressed in HEK293 cells by patch clamp method,SINGLE PROTEIN,'=',100.0,nM,7.0
167,CHEMBL271127,0,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccccn1)CC2,,0.0,Displacement of [3H]dofetilide from human recombinant ERG potassium channel expressed in HEK293 cells by patch clamp method,SINGLE PROTEIN,'=',537031796.4,nM,0.27
168,CHEMBL568957,0,COc1ccc(CCN2C(=O)N(NS(=O)(=O)Cc3cccnc3)C[C@@H]2c2ccc(OC)cc2)cc1,,0.0,Inhibition of human ERG by patch-clamp technique,SINGLE PROTEIN,,,,
169,CHEMBL1916532,0,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,,0.0,Inhibition of human ERG expressed in HEK293 cells by patch-clamp electrophysiology,SINGLE PROTEIN,,,,
170,CHEMBL548279,0,COc1ccc2nccc([C@@H](O)CN3CCC(NCc4ccc5c(c4)OCCO5)CC3)c2c1,4.4,0.0,Displacement of [3H]dofetilide from human ERG by liquid scintillation counting,SINGLE PROTEIN,'=',39800.0,nM,39.8
171,CHEMBL1927162,0,COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,5.3,0.0,Displacement of [3H]dofetilide from human ERG by liquid scintillation counting,SINGLE PROTEIN,'=',5000.0,nM,5.0
172,CHEMBL272379,0,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)N(S(C)(=O)=O)CCO6)n3C)cccc2n1,5.1,0.0,Displacement of [3H]Dofetilide from human ERG,SINGLE PROTEIN,'=',7943.28,nM,5.1
173,CHEMBL256652,0,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)N(C)C(=O)CO6)n3C)cccc2n1,5.3,0.0,Displacement of [3H]Dofetilide from human ERG,SINGLE PROTEIN,'=',5011.87,nM,5.3
174,CHEMBL1824029,0,CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,0.0,Inhibition of human ERG by electrophysiological assay,SINGLE PROTEIN,'>',100000.0,nM,100.0
175,CHEMBL1824030,0,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,,0.0,Inhibition of human ERG by electrophysiological assay,SINGLE PROTEIN,'>',100000.0,nM,100.0
176,CHEMBL505848,0,CN(C)CCN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,5.32,0.0,Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay,SINGLE PROTEIN,'=',4800.0,nM,4800.0
177,CHEMBL1738703,0,Cc1c2c(n3c1CCCNC[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,,0.0,Inhibition of human ERG by HT patch clamp assay,SINGLE PROTEIN,,,,
178,CHEMBL1779532,0,Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,6.05,0.0,Inhibition of human ERG by HT patch clamp assay,SINGLE PROTEIN,'=',900.0,nM,0.9
179,CHEMBL1779536,0,Cc1c2c(n3c1CCCN1CC[C@H](CNc4cc-3ccc4C(N)=O)C1)CC(C)(C)CC2=O,6.36,0.0,Inhibition of human ERG by HT patch clamp assay,SINGLE PROTEIN,'=',440.0,nM,0.44
180,CHEMBL1779545,0,Cc1c2c(n3c1CCCN1CCCC[C@@H]1[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,5.82,0.0,Inhibition of human ERG by HT patch clamp assay,SINGLE PROTEIN,'=',1500.0,nM,1.5
181,CHEMBL1779547,0,Cc1c2c(n3c1CCCN1CCC[C@@H](C1)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,5.47,0.0,Inhibition of human ERG by HT patch clamp assay,SINGLE PROTEIN,'=',3400.0,nM,3.4
182,CHEMBL1939737,0,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(Cc3ccc(F)cc3)CC2)cc1,4.96,0.0,Inhibition of human Erg,SINGLE PROTEIN,'=',11000.0,nM,11.0
183,CHEMBL1819137,0,CCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,5.23,0.0,Inhibition of human ERG by radioligand binding assay,SINGLE PROTEIN,'=',5920.0,nM,5920.0
184,CHEMBL1939736,0,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cncs3)CC2)cc1,4.85,0.0,Inhibition of human Erg,SINGLE PROTEIN,'=',14000.0,nM,14.0
185,CHEMBL1818826,0,COc1cc(-c2cn(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)ccc1-n1cnc(C)c1,6.5,0.0,Binding affinity to human ERG by radioligand displacement assay,SINGLE PROTEIN,'=',320.0,nM,0.32
186,CHEMBL493053,0,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(F)c2)cc1,5.72,0.0,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',1910.0,nM,1.91
187,CHEMBL1834787,0,O=C(CNc1n[nH]c2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](c3cccnc3)CC2)C1,4.44,0.0,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,SINGLE PROTEIN,'=',36000.0,nM,36.0
188,CHEMBL1834786,0,CN(C)c1cccc([C@H]2CC[C@@H](N3CC(NC(=O)CNc4nn(C)c5ccc(C(F)(F)F)cc45)C3)CC2)c1,4.92,0.0,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,SINGLE PROTEIN,'=',12000.0,nM,12.0
189,CHEMBL406397,0,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCC3)nc(-c3ccc(C)o3)n2)n1,,0.0,Inhibition of human ERG potassium current expressed in HEK293 cells by patch-clamp technique,SINGLE PROTEIN,,,,
190,CHEMBL406921,0,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCOCC3)nc(-c3ccc(C)o3)n2)n1,,0.0,Inhibition of human ERG potassium current expressed in HEK293 cells by patch-clamp technique,SINGLE PROTEIN,,,,
191,CHEMBL1822446,0,CCNC1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1,4.62,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',24000.0,nM,24.0
192,CHEMBL2152899,0,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,,0.0,Inhibition of hERG expressed in HEK293 cells at -80 mV holding potential by automated patch-clamp method,SINGLE PROTEIN,'>',10000.0,nM,10.0
193,CHEMBL216228,0,Cc1nc(N2CCCC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,5.0,0.0,Inhibition of hERG in patch-clamp assay,SINGLE PROTEIN,'=',10000.0,nM,10.0
194,CHEMBL274168,0,O=C(NC1CCN(Cc2ccc3cc[nH]c3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,5.6,0.0,Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates,SINGLE PROTEIN,'=',2530.0,nM,2.53
195,CHEMBL5089102,0,Cc1c(Nc2ncc3cc(Cl)c(C4CCN(C5COC5)CC4)cc3n2)cnn1C1CC1,4.82,0.0,Inhibition of human ERG by voltage clamp assay,SINGLE PROTEIN,'=',15000.0,nM,15.0
196,CHEMBL266725,0,Cn1c(=O)ccc2ccc(CN3CCC(NC(=O)c4cc(=O)c5ccc(F)cc5o4)CC3)cc21,4.32,0.0,Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates,SINGLE PROTEIN,'=',47400.0,nM,47.4
197,CHEMBL386281,0,O=C(NC1CCN(Cc2ccc3ccc(=O)oc3c2)CC1)c1cc(=O)c2ccc(F)cc2o1,4.29,0.0,Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates,SINGLE PROTEIN,'=',51100.0,nM,51.1
198,CHEMBL215661,0,CC(=O)Nc1ccc2c(c1)C(N1CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC1)CC2,4.57,0.0,Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates,SINGLE PROTEIN,'=',27200.0,nM,27.2
199,CHEMBL217820,0,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)nc1)C2,5.29,0.0,Inhibition of binding to hERG,SINGLE PROTEIN,'=',5100.0,nM,5.1
200,CHEMBL267320,0,CN(C)Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccccn3)cc1)C2,4.52,0.0,Inhibition of binding to hERG,SINGLE PROTEIN,'=',30000.0,nM,30.0
201,CHEMBL384400,0,CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(Cl)cc3)CC1=O)C2,5.48,0.0,Inhibition of binding to hERG,SINGLE PROTEIN,'=',3300.0,nM,3.3
202,CHEMBL216486,0,O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCC(C(F)(F)F)CC3)ccc2C1,5.7,0.0,Inhibition of binding to hERG,SINGLE PROTEIN,'=',2000.0,nM,2.0
203,CHEMBL385710,0,CN(C)C(=O)C(CO)N(C)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,4.6,0.0,Inhibition of binding to hERG,SINGLE PROTEIN,'=',25000.0,nM,25.0
204,CHEMBL5083772,2,Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,,0.0,Inhibition of human ERG by patch clamp method,SINGLE PROTEIN,'>',25000.0,nM,25.0
205,CHEMBL5075300,0,c1ccc([C@]2(CCNCc3scc4c3CCC4)CCO[C@]3(CCOC3)C2)nc1,,1.0,Inhibition of human ERG expressed in CHO cells at holding potential of -80 mV by whole cell patch clamp assay,SINGLE PROTEIN,'>',40000.0,nM,40.0
206,CHEMBL332826,0,CN1C(=O)[C@H](NC(=O)/C=C/c2ccc(Cl)cc2Cl)N=C(c2ccccc2)c2ccccc21,5.82,0.0,Inhibition of Ikr current in isolated guinea pig myocytes during a 0.5 s voltage clamp step from -50 to -10 mV.,SINGLE PROTEIN,'=',1500.0,nM,1500.0
207,CHEMBL424872,0,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,,0.0,Displacement of [3H]dofetilide from hERG,SINGLE PROTEIN,'>',100000.0,nM,100.0
208,CHEMBL1800285,0,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
209,CHEMBL2407174,0,CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c2ncccc23)CC1,5.54,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',2890.0,nM,2.89
210,CHEMBL3310917,0,CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N2CCC2)c2ncccc23)CC1,,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,,,,
211,CHEMBL231396,0,N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,4.0,0.0,Inhibition of human ERG potassium channel,SINGLE PROTEIN,'=',100000.0,nM,100.0
212,CHEMBL217706,0,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccc(Br)cc2o1,8.6,0.0,Displacement of [3H]dofetilide from hERG,SINGLE PROTEIN,'=',2.5,nM,2.5
